order_item_id,order_id,product_id,quantity,unit_price
78,25,31,10,2561.79
79,26,32,7,2351.95
80,26,43,1,7612.57
81,27,2,1,8487.86
82,28,24,9,8292.89
83,28,33,2,8022.6
84,28,32,3,2351.95
85,28,32,9,2351.95
86,29,49,3,1234.98
87,29,48,10,442.94
88,29,48,5,442.94
89,29,34,5,1158.33
90,29,14,2,7584.21
91,30,20,5,8483.44
92,30,40,3,1228.07
93,30,45,5,3984.13
94,30,50,1,7006.77
95,31,14,1,7584.21
96,32,7,6,5234.91
97,32,12,8,5916.94
98,32,40,6,1228.07
99,33,8,1,9732.65
100,33,7,8,5234.91
101,33,1,8,4560.04
102,34,38,10,3589.5
103,34,40,6,1228.07
104,34,17,8,4497.85
105,34,36,9,2313.67
106,35,43,7,7612.57
107,35,15,7,9277.72
108,36,2,1,8487.86
109,36,42,4,4545.69
110,36,32,6,2351.95
111,36,1,4,4560.04
112,37,41,1,1285.33
113,38,41,9,1285.33
114,38,12,1,5916.94
115,38,41,7,1285.33
116,39,10,4,9854.72
117,40,5,6,3227.55
118,40,27,6,6636.48
119,40,23,8,7061.85
120,40,40,1,1228.07
121,40,17,6,4497.85
122,41,37,9,6248.8
123,41,28,5,3669.61
124,41,13,10,4019.99
125,41,36,1,2313.67
126,41,14,8,7584.21
127,42,18,6,4834.53
128,42,25,1,1700.48
129,42,47,10,8711.56
130,42,4,5,192.96
131,43,39,6,8737.52
132,43,7,7,5234.91
133,43,6,3,2250.16
134,43,38,10,3589.5
135,43,39,6,8737.52
136,44,21,1,7748.89
137,44,17,6,4497.85
138,44,13,5,4019.99
139,44,5,3,3227.55
140,45,44,6,5779.93
141,45,10,10,9854.72
142,45,29,2,7223.95
143,46,43,1,7612.57
144,46,20,3,8483.44
145,46,38,1,3589.5
146,47,18,10,4834.53
147,47,17,6,4497.85
148,47,46,10,6884.19
149,47,13,6,4019.99
150,47,35,5,8485.98
151,48,47,5,8711.56
152,48,5,3,3227.55
153,48,2,5,8487.86
154,48,15,5,9277.72
155,49,38,5,3589.5
156,50,48,3,442.94
157,50,30,5,4011.52
158,50,23,4,7061.85
159,50,26,1,9596.23
160,50,18,10,4834.53
161,51,27,9,6636.48
162,51,10,10,9854.72
163,51,1,2,4560.04
164,51,47,7,8711.56
165,51,6,4,2250.16
166,52,50,7,7006.77
167,52,50,8,7006.77
168,53,13,2,4019.99
169,53,9,2,3120.11
170,54,48,10,442.94
171,54,15,3,9277.72
172,54,47,10,8711.56
173,54,8,4,9732.65
174,55,17,4,4497.85
175,56,25,3,1700.48
176,56,13,3,4019.99
177,56,48,3,442.94
178,56,9,2,3120.11
179,56,25,8,1700.48
180,57,39,7,8737.52
181,57,41,8,1285.33
182,57,32,3,2351.95
183,58,30,4,4011.52
184,58,47,4,8711.56
185,58,41,2,1285.33
186,59,47,8,8711.56
187,60,16,5,7830.29
188,61,13,5,4019.99
189,61,24,9,8292.89
190,62,36,6,2313.67
191,62,50,10,7006.77
192,63,34,1,1158.33
193,63,27,5,6636.48
194,63,14,9,7584.21
195,63,37,3,6248.8
196,64,3,2,8580.64
197,64,28,9,3669.61
198,64,1,2,4560.04
199,64,29,6,7223.95
200,65,31,5,2561.79
201,65,47,1,8711.56
202,66,14,9,7584.21
203,66,10,9,9854.72
204,66,22,2,9251.68
205,66,20,8,8483.44
206,66,10,5,9854.72
207,67,17,7,4497.85
208,68,14,3,7584.21
209,68,18,3,4834.53
210,68,35,1,8485.98
211,68,21,9,7748.89
212,69,27,9,6636.48
213,69,46,7,6884.19
214,69,30,7,4011.52
215,69,49,8,1234.98
216,69,25,3,1700.48
217,70,50,5,7006.77
218,71,29,8,7223.95
219,71,43,10,7612.57
220,72,34,4,1158.33
221,72,36,8,2313.67
222,72,17,2,4497.85
223,73,35,4,8485.98
224,73,31,6,2561.79
225,73,44,10,5779.93
226,73,18,5,4834.53
227,74,19,5,2030.44
228,75,34,1,1158.33
229,75,19,3,2030.44
230,75,32,3,2351.95
231,75,3,6,8580.64
232,75,25,8,1700.48
233,76,15,3,9277.72
234,77,33,7,8022.6
235,77,8,10,9732.65
236,77,27,2,6636.48
237,78,20,8,8483.44
238,78,35,3,8485.98
239,78,30,3,4011.52
240,78,40,10,1228.07
241,78,50,6,7006.77
242,79,28,6,3669.61
243,79,44,9,5779.93
244,79,45,5,3984.13
245,79,30,6,4011.52
246,80,2,5,8487.86
247,80,14,4,7584.21
248,80,35,9,8485.98
249,80,14,2,7584.21
250,80,36,8,2313.67
251,81,19,2,2030.44
252,81,50,3,7006.77
253,81,42,8,4545.69
254,82,27,3,6636.48
255,83,21,1,7748.89
256,83,13,10,4019.99
257,83,15,10,9277.72
258,83,33,3,8022.6
259,83,16,8,7830.29
260,84,36,3,2313.67
261,85,41,6,1285.33
262,85,35,3,8485.98
263,86,47,4,8711.56
264,86,7,9,5234.91
265,87,12,7,5916.94
266,87,48,10,442.94
267,88,39,5,8737.52
268,88,35,10,8485.98
269,89,24,6,8292.89
270,89,50,5,7006.77
271,89,15,7,9277.72
272,90,6,5,2250.16
273,90,21,10,7748.89
274,90,23,3,7061.85
275,90,42,2,4545.69
276,91,30,10,4011.52
277,91,46,9,6884.19
278,91,40,10,1228.07
279,91,45,5,3984.13
280,91,42,1,4545.69
281,92,20,5,8483.44
282,92,43,8,7612.57
283,92,31,10,2561.79
284,93,3,6,8580.64
285,93,34,7,1158.33
286,93,37,3,6248.8
287,93,47,7,8711.56
288,94,1,8,4560.04
289,94,19,8,2030.44
290,95,4,5,192.96
291,95,10,2,9854.72
292,95,25,6,1700.48
293,96,7,4,5234.91
294,96,17,8,4497.85
295,97,8,4,9732.65
296,98,9,3,3120.11
297,98,42,8,4545.69
298,99,7,4,5234.91
299,99,24,1,8292.89
300,99,25,5,1700.48
301,100,37,7,6248.8
302,100,40,3,1228.07
303,101,41,6,1285.33
304,102,7,3,5234.91
305,102,49,8,1234.98
306,103,49,6,1234.98
307,104,35,5,8485.98
308,104,1,6,4560.04
309,104,47,5,8711.56
310,104,15,8,9277.72
311,104,27,7,6636.48
312,105,28,4,3669.61
313,105,46,7,6884.19
314,105,16,1,7830.29
315,105,16,8,7830.29
316,105,12,9,5916.94
317,106,42,4,4545.69
318,106,35,1,8485.98
319,106,33,10,8022.6
320,106,21,1,7748.89
321,106,26,3,9596.23
322,107,42,8,4545.69
323,107,38,5,3589.5
324,107,6,3,2250.16
325,107,26,9,9596.23
326,108,37,6,6248.8
327,108,38,2,3589.5
328,109,15,8,9277.72
329,109,3,4,8580.64
330,109,20,7,8483.44
331,110,35,3,8485.98
332,110,7,5,5234.91
333,110,40,3,1228.07
334,110,13,8,4019.99
335,111,7,5,5234.91
336,111,32,2,2351.95
337,112,15,9,9277.72
338,112,31,5,2561.79
339,113,1,4,4560.04
340,113,24,3,8292.89
341,114,28,7,3669.61
342,114,33,1,8022.6
343,114,26,2,9596.23
344,114,24,9,8292.89
345,114,46,10,6884.19
346,115,12,2,5916.94
347,115,35,8,8485.98
348,115,16,8,7830.29
349,115,12,3,5916.94
350,115,8,3,9732.65
351,116,41,3,1285.33
352,116,42,2,4545.69
353,116,45,10,3984.13
354,117,42,3,4545.69
355,117,32,3,2351.95
356,117,24,7,8292.89
357,117,15,8,9277.72
358,117,22,1,9251.68
359,118,25,10,1700.48
360,118,28,6,3669.61
361,118,30,7,4011.52
362,119,4,6,192.96
363,119,36,1,2313.67
364,119,45,5,3984.13
365,119,23,9,7061.85
366,119,25,5,1700.48
367,120,42,8,4545.69
368,120,35,1,8485.98
369,120,50,2,7006.77
370,120,28,2,3669.61
371,121,49,7,1234.98
372,121,34,2,1158.33
373,121,46,3,6884.19
374,121,43,4,7612.57
375,122,18,1,4834.53
376,122,36,5,2313.67
377,122,43,3,7612.57
378,122,39,10,8737.52
379,122,23,10,7061.85
380,123,21,6,7748.89
381,124,8,6,9732.65
382,124,19,7,2030.44
383,124,44,6,5779.93
384,125,7,1,5234.91
385,126,1,7,4560.04
386,127,45,5,3984.13
387,127,13,3,4019.99
388,127,49,10,1234.98
389,127,8,3,9732.65
390,128,32,2,2351.95
391,128,17,10,4497.85
392,128,4,7,192.96
393,129,19,10,2030.44
394,129,35,2,8485.98
395,129,7,10,5234.91
396,130,33,1,8022.6
397,130,1,7,4560.04
398,130,15,10,9277.72
399,130,34,3,1158.33
400,130,40,9,1228.07
401,131,8,1,9732.65
402,131,40,6,1228.07
403,131,43,6,7612.57
404,131,4,5,192.96
405,132,16,3,7830.29
406,132,47,4,8711.56
407,132,43,8,7612.57
408,133,38,10,3589.5
409,134,12,5,5916.94
410,134,1,3,4560.04
411,134,28,7,3669.61
412,134,45,2,3984.13
413,135,27,7,6636.48
414,135,7,10,5234.91
415,135,25,10,1700.48
416,135,37,4,6248.8
417,136,21,7,7748.89
418,137,40,6,1228.07
419,138,12,6,5916.94
420,139,42,4,4545.69
421,139,24,6,8292.89
422,139,28,3,3669.61
423,140,28,9,3669.61
424,140,21,9,7748.89
425,140,29,3,7223.95
426,141,44,10,5779.93
427,141,50,2,7006.77
428,141,1,3,4560.04
429,141,11,2,4248.35
430,141,48,8,442.94
431,142,43,7,7612.57
432,142,12,6,5916.94
433,142,35,10,8485.98
434,142,44,1,5779.93
435,143,21,10,7748.89
436,143,37,1,6248.8
437,143,38,7,3589.5
438,143,13,2,4019.99
439,144,6,10,2250.16
440,144,40,3,1228.07
441,145,15,3,9277.72
442,145,39,10,8737.52
443,145,33,6,8022.6
444,145,38,10,3589.5
445,145,34,2,1158.33
446,146,34,2,1158.33
447,146,44,4,5779.93
448,147,2,1,8487.86
449,147,17,5,4497.85
450,148,42,3,4545.69
451,148,30,1,4011.52
452,149,3,10,8580.64
453,149,49,9,1234.98
454,150,29,5,7223.95
455,150,48,7,442.94
456,150,23,9,7061.85
457,150,49,6,1234.98
458,151,27,3,6636.48
459,151,20,5,8483.44
460,152,34,6,1158.33
461,153,27,1,6636.48
462,153,13,3,4019.99
463,153,7,1,5234.91
464,154,10,9,9854.72
465,154,42,8,4545.69
466,155,33,9,8022.6
467,156,38,3,3589.5
468,156,6,6,2250.16
469,157,42,8,4545.69
470,157,17,3,4497.85
471,157,10,4,9854.72
472,158,49,5,1234.98
473,158,9,7,3120.11
474,158,30,9,4011.52
475,159,15,6,9277.72
476,159,6,10,2250.16
477,160,46,1,6884.19
478,161,43,4,7612.57
479,162,17,10,4497.85
480,162,45,9,3984.13
481,162,42,3,4545.69
482,162,34,3,1158.33
483,162,37,4,6248.8
484,163,12,7,5916.94
485,163,13,2,4019.99
486,163,23,2,7061.85
487,163,17,8,4497.85
488,164,50,2,7006.77
489,165,34,3,1158.33
490,165,23,1,7061.85
491,166,17,7,4497.85
492,166,25,7,1700.48
493,167,49,7,1234.98
494,167,7,8,5234.91
495,167,28,6,3669.61
496,167,32,1,2351.95
497,167,16,1,7830.29
498,168,8,2,9732.65
499,168,17,9,4497.85
500,169,26,8,9596.23
501,169,46,3,6884.19
502,169,31,6,2561.79
503,169,32,9,2351.95
504,169,15,4,9277.72
505,170,13,1,4019.99
506,170,6,2,2250.16
507,170,2,1,8487.86
508,171,3,8,8580.64
509,171,23,8,7061.85
510,172,36,9,2313.67
511,172,21,7,7748.89
512,172,23,5,7061.85
513,173,3,1,8580.64
514,174,44,4,5779.93
515,174,27,1,6636.48
516,174,37,8,6248.8
517,174,12,6,5916.94
518,175,7,8,5234.91
519,175,2,8,8487.86
520,175,40,7,1228.07
521,175,5,3,3227.55
522,176,21,9,7748.89
523,176,2,9,8487.86
524,176,34,9,1158.33
525,177,42,8,4545.69
526,177,22,2,9251.68
527,178,36,9,2313.67
528,179,22,6,9251.68
529,179,48,4,442.94
530,179,3,9,8580.64
531,179,40,6,1228.07
532,179,43,7,7612.57
533,180,38,3,3589.5
534,181,15,7,9277.72
535,181,6,3,2250.16
536,181,41,6,1285.33
537,181,8,5,9732.65
538,181,42,9,4545.69
539,182,37,6,6248.8
540,182,33,2,8022.6
541,182,25,6,1700.48
542,182,38,3,3589.5
543,183,19,1,2030.44
544,183,23,6,7061.85
545,183,9,9,3120.11
546,184,30,2,4011.52
547,184,20,5,8483.44
548,184,11,3,4248.35
549,184,30,4,4011.52
550,184,45,6,3984.13
551,185,41,8,1285.33
552,185,14,1,7584.21
553,185,10,10,9854.72
554,185,44,5,5779.93
555,186,27,1,6636.48
556,186,23,2,7061.85
557,186,40,1,1228.07
558,186,49,1,1234.98
559,187,48,7,442.94
560,187,25,10,1700.48
561,187,10,3,9854.72
562,187,9,5,3120.11
563,188,7,8,5234.91
564,188,42,3,4545.69
565,189,3,1,8580.64
566,190,35,8,8485.98
567,190,34,6,1158.33
568,191,3,3,8580.64
569,191,43,1,7612.57
570,192,48,6,442.94
571,192,30,8,4011.52
572,192,4,8,192.96
573,192,12,9,5916.94
574,193,36,6,2313.67
575,193,50,10,7006.77
576,193,2,8,8487.86
577,193,49,8,1234.98
578,193,6,6,2250.16
579,194,35,7,8485.98
580,194,42,1,4545.69
581,194,7,8,5234.91
582,194,23,3,7061.85
583,195,33,8,8022.6
584,195,33,2,8022.6
585,195,30,4,4011.52
586,195,31,4,2561.79
587,195,25,5,1700.48
588,196,22,6,9251.68
589,196,42,6,4545.69
590,197,41,9,1285.33
591,197,2,8,8487.86
592,197,8,1,9732.65
593,197,36,5,2313.67
594,197,26,1,9596.23
595,198,4,9,192.96
596,198,50,5,7006.77
597,199,8,5,9732.65
598,199,31,9,2561.79
599,199,3,9,8580.64
600,200,20,1,8483.44
601,200,37,2,6248.8
602,200,23,6,7061.85
603,200,2,4,8487.86
604,201,6,7,2250.16
605,202,43,1,7612.57
606,202,42,10,4545.69
607,203,26,3,9596.23
608,203,1,10,4560.04
609,203,12,8,5916.94
610,203,8,9,9732.65
611,204,32,8,2351.95
612,205,45,2,3984.13
613,206,13,7,4019.99
614,206,8,9,9732.65
615,206,6,7,2250.16
616,207,11,4,4248.35
617,207,25,5,1700.48
618,207,36,9,2313.67
619,208,22,4,9251.68
620,208,40,6,1228.07
621,208,22,8,9251.68
622,208,38,6,3589.5
623,208,9,10,3120.11
624,209,14,8,7584.21
625,210,13,2,4019.99
626,210,30,5,4011.52
627,211,10,5,9854.72
628,211,22,10,9251.68
629,211,2,9,8487.86
630,211,2,5,8487.86
631,212,5,7,3227.55
632,212,44,8,5779.93
633,212,29,7,7223.95
634,212,16,9,7830.29
635,212,44,1,5779.93
636,213,4,3,192.96
637,213,34,2,1158.33
638,213,43,8,7612.57
639,213,36,10,2313.67
640,213,44,9,5779.93
641,214,9,9,3120.11
642,215,24,10,8292.89
643,215,19,4,2030.44
644,215,18,5,4834.53
645,215,45,1,3984.13
646,216,26,6,9596.23
647,216,30,4,4011.52
648,216,19,1,2030.44
649,217,13,3,4019.99
650,217,42,9,4545.69
651,217,14,10,7584.21
652,218,35,5,8485.98
653,218,1,4,4560.04
654,218,14,7,7584.21
655,218,2,9,8487.86
656,219,34,1,1158.33
657,219,3,10,8580.64
658,219,36,4,2313.67
659,220,38,2,3589.5
660,220,17,10,4497.85
661,221,14,8,7584.21
662,221,49,3,1234.98
663,221,31,10,2561.79
664,221,6,2,2250.16
665,221,3,3,8580.64
666,222,21,8,7748.89
667,222,20,6,8483.44
668,222,40,9,1228.07
669,222,48,4,442.94
670,222,37,5,6248.8
671,223,6,10,2250.16
672,223,37,5,6248.8
673,223,22,8,9251.68
674,224,16,6,7830.29
675,224,41,9,1285.33
676,225,2,9,8487.86
677,225,48,5,442.94
678,225,29,5,7223.95
679,225,10,4,9854.72
680,226,50,5,7006.77
681,226,2,5,8487.86
682,226,36,2,2313.67
683,226,6,7,2250.16
684,226,27,1,6636.48
685,227,25,5,1700.48
686,227,24,3,8292.89
687,227,16,7,7830.29
688,227,27,7,6636.48
689,228,19,8,2030.44
690,228,46,4,6884.19
691,228,46,8,6884.19
692,229,35,9,8485.98
693,229,15,7,9277.72
694,229,10,1,9854.72
695,229,44,2,5779.93
696,230,10,8,9854.72
697,230,31,8,2561.79
698,230,14,5,7584.21
699,230,40,4,1228.07
700,230,40,9,1228.07
701,231,22,1,9251.68
702,231,34,9,1158.33
703,232,31,5,2561.79
704,232,38,2,3589.5
705,233,8,7,9732.65
706,234,4,3,192.96
707,235,48,2,442.94
708,235,27,9,6636.48
709,235,36,8,2313.67
710,235,2,10,8487.86
711,235,14,10,7584.21
712,236,7,1,5234.91
713,237,13,10,4019.99
714,237,41,9,1285.33
715,237,48,10,442.94
716,237,16,3,7830.29
717,237,39,6,8737.52
718,238,50,10,7006.77
719,238,42,10,4545.69
720,238,19,1,2030.44
721,239,21,10,7748.89
722,239,43,1,7612.57
723,239,1,10,4560.04
724,240,36,9,2313.67
725,240,49,9,1234.98
726,240,12,8,5916.94
727,240,34,8,1158.33
728,241,45,6,3984.13
729,241,23,1,7061.85
730,242,37,6,6248.8
731,242,14,6,7584.21
732,242,16,9,7830.29
733,243,39,3,8737.52
734,243,15,10,9277.72
735,243,17,2,4497.85
736,243,37,2,6248.8
737,243,9,7,3120.11
738,244,46,6,6884.19
739,244,25,2,1700.48
740,244,7,1,5234.91
741,244,26,9,9596.23
742,244,12,2,5916.94
743,245,2,5,8487.86
744,245,15,4,9277.72
745,245,11,2,4248.35
746,245,5,1,3227.55
747,245,43,6,7612.57
748,246,31,1,2561.79
749,246,19,7,2030.44
750,246,18,5,4834.53
751,246,13,1,4019.99
752,246,35,1,8485.98
753,247,45,3,3984.13
754,247,4,8,192.96
755,247,24,1,8292.89
756,247,34,8,1158.33
757,248,7,6,5234.91
758,248,1,2,4560.04
759,248,38,5,3589.5
760,249,21,9,7748.89
761,249,7,3,5234.91
762,249,30,4,4011.52
763,249,40,5,1228.07
764,249,11,2,4248.35
765,250,35,5,8485.98
766,250,14,9,7584.21
767,251,28,6,3669.61
768,252,25,9,1700.48
769,252,26,4,9596.23
770,252,19,9,2030.44
771,252,35,10,8485.98
772,252,49,5,1234.98
773,253,11,4,4248.35
774,253,50,4,7006.77
775,253,32,7,2351.95
776,253,35,9,8485.98
777,253,41,8,1285.33
778,254,30,4,4011.52
779,254,48,3,442.94
780,254,9,5,3120.11
781,254,40,7,1228.07
782,254,25,2,1700.48
783,255,5,8,3227.55
784,255,7,4,5234.91
785,255,36,8,2313.67
786,255,23,8,7061.85
787,256,48,5,442.94
788,257,9,3,3120.11
789,257,14,4,7584.21
790,257,31,2,2561.79
791,257,33,4,8022.6
792,258,42,2,4545.69
793,258,47,3,8711.56
794,258,6,8,2250.16
795,258,21,7,7748.89
796,259,3,6,8580.64
797,260,27,6,6636.48
798,260,7,7,5234.91
799,260,24,10,8292.89
800,260,4,7,192.96
801,260,4,10,192.96
802,261,50,2,7006.77
803,261,45,3,3984.13
804,261,1,4,4560.04
805,261,19,8,2030.44
806,262,7,8,5234.91
807,262,19,6,2030.44
808,262,10,5,9854.72
809,262,27,6,6636.48
810,262,19,1,2030.44
811,263,25,8,1700.48
812,263,28,10,3669.61
813,264,10,7,9854.72
814,264,19,5,2030.44
815,264,48,9,442.94
816,264,4,1,192.96
817,265,16,8,7830.29
818,266,20,4,8483.44
819,266,39,1,8737.52
820,266,6,3,2250.16
821,266,47,2,8711.56
822,267,29,4,7223.95
823,267,34,3,1158.33
824,267,5,3,3227.55
825,267,23,3,7061.85
826,268,50,5,7006.77
827,268,7,6,5234.91
828,268,1,5,4560.04
829,268,30,3,4011.52
830,269,31,5,2561.79
831,269,4,5,192.96
832,270,7,6,5234.91
833,271,49,7,1234.98
834,271,21,8,7748.89
835,271,2,5,8487.86
836,271,40,4,1228.07
837,271,27,4,6636.48
838,272,20,10,8483.44
839,272,9,2,3120.11
840,272,38,7,3589.5
841,273,48,5,442.94
842,273,20,9,8483.44
843,274,27,9,6636.48
844,274,26,1,9596.23
845,274,43,4,7612.57
846,274,24,2,8292.89
847,275,48,6,442.94
848,276,20,2,8483.44
849,276,39,2,8737.52
850,277,12,2,5916.94
851,277,12,3,5916.94
852,277,29,3,7223.95
853,278,7,3,5234.91
854,278,7,9,5234.91
855,279,7,3,5234.91
856,279,48,6,442.94
857,280,37,1,6248.8
858,280,35,1,8485.98
859,280,12,6,5916.94
860,281,28,2,3669.61
861,281,24,4,8292.89
862,282,36,5,2313.67
863,282,47,7,8711.56
864,282,29,4,7223.95
865,283,33,5,8022.6
866,284,49,8,1234.98
867,285,48,5,442.94
868,285,49,3,1234.98
869,285,4,8,192.96
870,285,6,2,2250.16
871,286,47,7,8711.56
872,286,3,7,8580.64
873,287,2,4,8487.86
874,287,21,7,7748.89
875,287,45,9,3984.13
876,287,34,6,1158.33
877,288,27,9,6636.48
878,289,12,1,5916.94
879,289,37,4,6248.8
880,289,20,4,8483.44
881,289,10,4,9854.72
882,289,10,5,9854.72
883,290,3,5,8580.64
884,290,38,1,3589.5
885,290,14,5,7584.21
886,291,41,1,1285.33
887,291,3,6,8580.64
888,291,3,7,8580.64
889,291,11,5,4248.35
890,292,14,2,7584.21
891,292,32,10,2351.95
892,292,18,7,4834.53
893,292,4,6,192.96
894,292,9,10,3120.11
895,293,46,3,6884.19
896,294,21,6,7748.89
897,294,24,9,8292.89
898,294,17,5,4497.85
899,295,22,7,9251.68
900,295,4,3,192.96
901,295,19,1,2030.44
902,295,19,8,2030.44
903,296,27,6,6636.48
904,296,29,7,7223.95
905,296,17,2,4497.85
906,297,7,5,5234.91
907,297,37,9,6248.8
908,298,37,9,6248.8
909,298,50,9,7006.77
910,298,17,6,4497.85
911,298,5,8,3227.55
912,298,32,1,2351.95
913,299,24,2,8292.89
914,300,30,7,4011.52
915,300,23,5,7061.85
916,300,8,2,9732.65
917,300,41,3,1285.33
918,300,32,4,2351.95
919,301,1,9,4560.04
920,301,37,2,6248.8
921,302,23,4,7061.85
922,302,2,5,8487.86
923,302,26,7,9596.23
924,303,35,9,8485.98
925,303,4,4,192.96
926,303,9,4,3120.11
927,303,47,9,8711.56
928,303,46,6,6884.19
929,304,14,7,7584.21
930,305,9,8,3120.11
931,306,21,9,7748.89
932,307,4,4,192.96
933,308,3,1,8580.64
934,308,10,8,9854.72
935,308,35,9,8485.98
936,308,44,3,5779.93
937,309,1,1,4560.04
938,310,41,1,1285.33
939,311,19,3,2030.44
940,311,5,10,3227.55
941,312,5,9,3227.55
942,313,38,10,3589.5
943,313,26,6,9596.23
944,313,49,2,1234.98
945,313,13,10,4019.99
946,314,26,6,9596.23
947,315,8,1,9732.65
948,315,3,6,8580.64
949,315,32,1,2351.95
950,316,7,5,5234.91
951,317,4,9,192.96
952,317,11,1,4248.35
953,318,45,4,3984.13
954,318,30,7,4011.52
955,318,18,10,4834.53
956,318,29,3,7223.95
957,319,23,9,7061.85
958,320,48,6,442.94
959,321,34,5,1158.33
960,321,23,2,7061.85
961,322,42,5,4545.69
962,322,12,6,5916.94
963,322,24,10,8292.89
964,323,49,8,1234.98
965,323,14,6,7584.21
966,323,18,4,4834.53
967,324,20,6,8483.44
968,324,17,8,4497.85
969,325,15,9,9277.72
970,325,36,2,2313.67
971,326,3,2,8580.64
972,326,6,4,2250.16
973,326,12,8,5916.94
974,327,4,5,192.96
975,327,13,3,4019.99
976,328,40,8,1228.07
977,329,30,10,4011.52
978,329,16,3,7830.29
979,330,32,10,2351.95
980,330,46,6,6884.19
981,330,46,2,6884.19
982,331,40,7,1228.07
983,331,46,1,6884.19
984,331,34,7,1158.33
985,332,3,1,8580.64
986,332,27,2,6636.48
987,333,8,1,9732.65
988,333,46,7,6884.19
989,333,2,9,8487.86
990,333,37,10,6248.8
991,334,17,10,4497.85
992,334,14,4,7584.21
993,334,45,4,3984.13
994,334,45,8,3984.13
995,334,24,8,8292.89
996,335,42,1,4545.69
997,335,38,2,3589.5
998,336,46,1,6884.19
999,337,20,7,8483.44
1000,337,14,1,7584.21
1001,337,50,5,7006.77
1002,337,20,10,8483.44
1003,337,44,3,5779.93
1004,338,24,2,8292.89
1005,338,36,5,2313.67
1006,338,22,10,9251.68
1007,338,44,5,5779.93
1008,338,45,7,3984.13
1009,339,24,4,8292.89
1010,339,16,6,7830.29
1011,339,13,7,4019.99
1012,339,3,3,8580.64
1013,339,5,4,3227.55
1014,340,17,7,4497.85
1015,340,3,9,8580.64
1016,340,33,10,8022.6
1017,341,35,6,8485.98
1018,341,32,2,2351.95
1019,342,29,7,7223.95
1020,342,8,8,9732.65
1021,342,45,6,3984.13
1022,343,11,2,4248.35
1023,343,43,6,7612.57
1024,343,15,5,9277.72
1025,344,17,8,4497.85
1026,344,45,4,3984.13
1027,344,37,6,6248.8
1028,345,36,2,2313.67
1029,345,6,4,2250.16
1030,345,17,1,4497.85
1031,345,41,5,1285.33
1032,346,21,2,7748.89
1033,346,28,4,3669.61
1034,347,36,3,2313.67
1035,347,47,6,8711.56
1036,347,45,6,3984.13
1037,347,36,1,2313.67
1038,347,32,7,2351.95
1039,348,15,10,9277.72
1040,348,35,10,8485.98
1041,348,8,6,9732.65
1042,348,8,8,9732.65
1043,348,7,3,5234.91
1044,349,29,10,7223.95
1045,350,45,6,3984.13
1046,351,25,6,1700.48
1047,352,9,8,3120.11
1048,352,15,9,9277.72
1049,352,45,2,3984.13
1050,352,20,7,8483.44
1051,353,16,10,7830.29
1052,354,42,8,4545.69
1053,355,36,7,2313.67
1054,355,17,7,4497.85
1055,355,2,9,8487.86
1056,356,46,4,6884.19
1057,356,22,4,9251.68
1058,356,31,1,2561.79
1059,356,5,8,3227.55
1060,356,40,7,1228.07
1061,357,26,1,9596.23
1062,357,48,4,442.94
1063,357,11,9,4248.35
1064,357,6,2,2250.16
1065,358,36,1,2313.67
1066,358,50,4,7006.77
1067,358,45,1,3984.13
1068,359,21,8,7748.89
1069,360,7,9,5234.91
1070,361,25,3,1700.48
1071,361,20,3,8483.44
