invoice_id,customer_id,invoice_date,due_date,amount,status
136,89,2026-07-20,2026-09-15,54242.23,pending
137,75,2025-09-14,2026-03-18,7368.42,overdue
138,70,2024-10-29,2025-02-28,35501.64,pending
139,51,2024-12-09,2025-10-29,78948.93,pending
140,90,2026-01-20,2026-03-13,124438.35,pending
141,98,2026-08-09,2026-10-07,97533.18,overdue
142,22,2025-01-03,2025-02-04,179429.36,overdue
143,95,2026-03-04,2026-10-25,116904.18,pending
144,9,2025-02-14,2025-12-04,26185.81,paid
145,13,2026-08-10,2026-10-14,201555.62,overdue
146,6,2026-01-05,2026-07-04,25436.38,overdue
147,72,2025-10-26,2026-01-14,30977.11,paid
148,46,2025-06-09,2025-10-08,17648.59,overdue
149,2,2026-01-04,2026-06-28,96921.22,pending
150,58,2025-07-02,2026-02-11,110186.86,overdue
151,17,2025-04-14,2026-03-28,62326.64,paid
152,99,2025-07-28,2026-07-21,6949.98,overdue
153,44,2026-08-22,2026-11-09,23931.36,paid
154,93,2024-11-19,2025-06-26,125058.0,overdue
155,34,2026-05-02,2026-11-08,72203.4,pending
156,81,2025-09-25,2026-08-16,24269.46,overdue
157,4,2026-02-18,2026-04-21,89277.95,pending
158,97,2024-10-27,2026-09-07,64119.35,pending
159,77,2026-01-21,2026-06-19,78167.92,overdue
160,99,2024-12-09,2026-07-20,6884.19,overdue
161,89,2024-09-23,2026-04-30,30450.28,paid
162,31,2025-02-08,2025-04-29,122942.93,pending
163,72,2026-08-07,2026-09-27,99565.06,paid
164,59,2025-03-09,2026-04-01,14013.54,paid
165,19,2026-05-29,2026-08-11,10536.84,pending
166,79,2026-05-28,2026-06-24,43388.31,overdue
167,44,2025-03-29,2025-09-05,82724.04,paid
168,47,2024-12-16,2026-06-04,59945.95,pending
169,74,2026-01-10,2026-05-05,171071.58,overdue
170,11,2024-11-21,2025-02-20,17008.17,overdue
171,95,2025-03-21,2026-07-26,125139.92,overdue
172,5,2025-05-08,2026-01-23,110374.51,paid
173,76,2026-02-22,2026-03-15,8580.64,paid
174,40,2025-06-26,2026-03-17,115248.24,pending
175,65,2025-04-30,2026-03-02,128061.3,overdue
176,31,2025-06-14,2026-08-30,156555.72,paid
177,75,2025-03-08,2026-06-26,54868.88,paid
178,79,2025-05-23,2026-06-17,20823.03,overdue
179,6,2024-11-29,2026-09-26,195164.01,paid
180,12,2025-03-04,2025-12-25,10768.5,paid
181,94,2026-08-20,2026-11-01,168980.96,paid
182,46,2025-05-01,2025-05-09,74509.38,overdue
183,50,2024-11-23,2025-12-29,72482.53,overdue
184,99,2024-10-26,2026-09-07,103136.15,paid
185,20,2025-12-05,2026-08-18,145313.7,pending
186,22,2024-11-13,2025-01-24,23223.23,pending
187,29,2025-11-13,2026-02-03,65270.09,overdue
188,81,2025-10-15,2026-09-24,55516.35,paid
189,80,2026-01-01,2026-03-10,8580.64,overdue
190,47,2024-11-13,2024-12-13,74837.82,pending
191,84,2024-12-22,2026-04-28,33354.49,paid
192,55,2025-08-22,2026-05-22,89545.94,paid
193,39,2026-02-25,2026-06-25,175233.4,paid
194,6,2024-12-21,2025-05-15,127012.38,paid
195,56,2025-12-25,2026-06-27,115021.64,overdue
196,67,2026-01-07,2026-11-09,82784.22,overdue
197,1,2024-12-15,2026-03-10,110368.08,pending
198,24,2025-08-21,2026-03-25,36770.49,paid
199,15,2024-12-14,2025-04-07,148945.12,overdue
200,28,2024-12-09,2025-02-10,97303.58,paid
201,71,2024-11-23,2026-10-23,15751.12,pending
202,11,2024-11-14,2025-05-28,53069.47,pending
203,62,2026-06-16,2026-10-18,209318.46,paid
204,9,2026-05-24,2026-10-16,18815.6,overdue
205,83,2024-11-04,2026-03-01,7968.26,pending
206,84,2025-07-05,2025-09-22,131484.9,pending
207,15,2025-09-22,2025-10-15,46318.83,overdue
208,81,2025-06-27,2026-06-07,171126.68,pending
209,90,2025-01-02,2026-03-31,60673.68,pending
210,72,2026-04-29,2026-06-01,28097.58,pending
211,13,2025-02-17,2025-04-19,260620.44,paid
212,4,2025-09-15,2026-05-30,195652.48,paid
213,17,2026-09-11,2026-10-20,138952.17,overdue
214,48,2024-12-03,2026-07-27,28080.99,pending
215,34,2024-10-01,2025-02-26,119207.44,pending
216,59,2025-06-04,2025-09-02,75653.9,pending
217,52,2024-10-11,2026-05-23,128813.28,pending
218,85,2024-09-30,2025-09-18,190150.27,pending
219,67,2025-10-19,2025-11-26,96219.41,pending
220,95,2024-10-02,2026-09-19,52157.5,pending
221,26,2026-08-05,2026-08-11,120238.76,overdue
222,80,2025-02-17,2026-11-02,156960.15,paid
223,15,2025-08-10,2026-05-02,127759.04,pending
224,68,2025-12-03,2026-08-26,58549.71,pending
225,49,2025-03-05,2026-02-02,154144.07,paid
226,93,2026-04-05,2026-04-15,104488.09,pending
227,28,2026-05-02,2026-05-22,134648.46,paid
228,15,2025-05-04,2026-06-05,98853.8,overdue
229,58,2024-12-23,2026-02-28,162732.44,overdue
230,66,2025-06-20,2026-09-04,153218.04,pending
231,99,2024-10-05,2026-02-19,19676.65,pending
232,14,2026-06-10,2026-11-12,19987.95,paid
233,56,2026-01-02,2026-04-24,68128.55,overdue
234,28,2024-11-17,2026-03-14,578.88,overdue
235,43,2025-11-14,2026-06-25,239844.26,overdue
236,5,2026-02-12,2026-02-23,5234.91,paid
237,23,2026-03-14,2026-08-02,132113.26,pending
238,13,2026-03-29,2026-08-06,117555.04,paid
239,41,2026-05-30,2026-06-20,130701.87,pending
240,8,2025-05-08,2025-09-11,88540.01,pending
241,86,2025-07-19,2025-08-22,30966.63,pending
242,36,2026-01-12,2026-10-10,153470.67,pending
243,59,2024-11-11,2025-04-13,162323.83,paid
244,6,2025-09-23,2025-11-04,148140.96,overdue
245,93,2024-12-28,2026-03-13,136949.85,pending
246,11,2025-12-28,2026-07-23,53453.49,pending
247,72,2025-09-30,2026-06-05,31055.6,overdue
248,64,2024-10-29,2025-05-28,58477.04,pending
249,4,2025-04-21,2026-04-22,116127.87,overdue
250,99,2026-08-16,2026-08-17,110687.79,pending
251,68,2025-11-16,2026-09-30,22017.66,paid
252,45,2025-06-09,2026-02-27,162997.9,overdue
253,94,2026-03-10,2026-09-23,148140.59,paid
254,70,2026-02-09,2026-11-08,44972.9,pending
255,31,2025-05-02,2026-03-06,121764.2,overdue
256,8,2025-09-15,2026-08-06,2214.7,pending
257,96,2025-07-05,2026-11-10,76911.15,pending
258,98,2026-05-16,2026-09-24,107469.57,overdue
259,34,2024-12-05,2026-04-13,51483.84,paid
260,16,2025-04-04,2026-07-01,162672.47,pending
261,12,2025-08-31,2026-06-22,60449.61,paid
262,9,2025-02-01,2025-12-15,145184.84,pending
263,62,2026-04-11,2026-08-01,50299.94,paid
264,37,2025-03-28,2026-02-25,83314.66,overdue
265,83,2026-07-25,2026-10-03,62642.32,pending
266,20,2026-09-07,2026-09-25,66844.88,paid
267,24,2026-02-04,2026-09-04,63238.99,overdue
268,80,2025-03-01,2026-09-06,101278.07,overdue
269,38,2026-05-25,2026-06-15,13773.75,overdue
270,25,2025-09-03,2026-03-06,31409.46,paid
271,7,2025-08-24,2026-07-02,144533.48,overdue
272,56,2025-08-21,2026-05-10,116201.12,paid
273,49,2024-09-29,2025-03-14,78565.66,paid
274,45,2025-11-07,2026-06-29,116360.61,overdue
275,76,2025-03-09,2026-09-30,2657.64,overdue
276,54,2025-06-03,2025-06-24,34441.92,paid
277,66,2024-11-12,2025-01-21,51256.55,overdue
278,14,2025-03-10,2026-10-23,62818.92,paid
279,60,2025-06-20,2026-05-13,18362.37,pending
280,82,2025-09-20,2026-05-16,50236.42,overdue
281,83,2025-07-17,2025-09-02,40510.78,pending
282,92,2025-12-09,2026-07-25,101445.07,paid
283,73,2026-01-18,2026-09-09,40113.0,paid
284,94,2026-03-02,2026-04-27,9879.84,paid
285,43,2026-03-09,2026-06-17,11963.64,pending
286,59,2025-11-05,2026-04-07,121045.4,pending
287,15,2026-05-29,2026-10-03,131000.82,overdue
288,45,2025-02-12,2026-08-13,59728.32,pending
289,98,2024-09-16,2025-11-06,153538.38,paid
290,88,2026-03-09,2026-07-06,84413.75,overdue
291,23,2025-03-19,2025-06-01,134075.4,pending
292,34,2024-11-02,2026-06-06,104888.49,overdue
293,30,2025-06-16,2025-09-03,20652.57,overdue
294,34,2025-05-21,2025-06-23,143618.6,paid
295,69,2026-07-09,2026-08-02,83614.6,paid
296,91,2025-11-04,2026-09-02,99382.23,overdue
297,13,2026-05-21,2026-08-02,82413.75,overdue
298,10,2026-02-11,2026-04-03,174459.58,pending
299,93,2025-01-28,2025-07-06,16585.78,paid
300,17,2025-04-13,2025-05-05,96118.98,paid
301,86,2024-12-15,2025-07-17,53537.96,pending
302,58,2025-08-01,2026-09-23,137860.31,paid
303,10,2025-05-18,2026-03-21,209335.28,overdue
304,82,2024-12-25,2025-08-18,53089.47,paid
305,81,2026-04-26,2026-06-01,24960.88,overdue
306,21,2025-12-30,2026-04-18,69740.01,pending
307,16,2026-05-15,2026-10-14,771.84,paid
308,55,2025-02-02,2026-03-17,181132.01,overdue
309,5,2024-11-21,2025-07-20,4560.04,pending
310,11,2025-12-20,2026-04-25,1285.33,overdue
311,58,2026-09-11,2026-09-14,38366.82,pending
312,66,2025-02-25,2025-08-03,29047.95,pending
313,11,2026-03-04,2026-10-06,136142.24,pending
314,43,2025-10-31,2026-05-27,57577.38,pending
315,94,2025-04-22,2025-08-03,63568.44,overdue
316,70,2025-01-13,2026-09-25,26174.55,pending
317,72,2025-12-20,2026-05-20,5984.99,paid
318,35,2026-07-14,2026-07-19,114034.31,pending
319,76,2025-09-22,2026-07-19,63556.65,overdue
320,34,2025-05-27,2026-09-03,2657.64,overdue
321,54,2026-06-09,2026-10-04,19915.35,pending
322,51,2026-04-16,2026-11-04,141158.99,overdue
323,75,2026-05-17,2026-08-11,74723.22,pending
324,41,2025-10-09,2026-10-10,86883.44,pending
325,58,2026-06-23,2026-08-22,88126.82,paid
326,47,2026-06-25,2026-08-23,73497.44,overdue
327,91,2025-06-16,2026-07-31,13024.77,pending
328,95,2025-05-12,2025-06-18,9824.56,paid
329,63,2025-11-22,2026-02-18,63606.07,overdue
330,71,2026-02-13,2026-03-23,78593.02,pending
331,9,2025-11-20,2026-06-23,23588.99,paid
332,49,2025-08-28,2026-01-12,21853.6,overdue
333,51,2025-11-03,2025-12-21,196800.72,paid
334,65,2024-11-25,2026-01-28,189468.02,paid
335,3,2026-03-16,2026-06-16,11724.69,paid
336,7,2025-05-13,2025-11-13,6884.19,paid
337,26,2024-11-06,2025-09-09,204176.33,paid
338,92,2026-02-09,2026-10-18,177459.49,paid
339,90,2024-09-26,2026-06-05,146945.35,pending
340,24,2026-05-25,2026-10-17,188936.71,overdue
341,94,2025-01-01,2025-09-05,55619.78,overdue
342,74,2026-01-14,2026-05-25,152333.63,pending
343,86,2026-08-12,2026-10-16,100560.72,pending
344,41,2025-05-05,2025-10-17,89412.12,overdue
345,40,2026-06-14,2026-08-21,24552.48,paid
346,6,2025-08-24,2025-09-16,30176.22,overdue
347,24,2025-10-29,2026-02-17,101892.47,pending
348,21,2026-08-26,2026-10-12,329598.83,pending
349,79,2025-01-13,2026-08-18,72239.5,overdue
350,79,2026-05-04,2026-06-26,23904.78,pending
351,5,2026-04-03,2026-04-20,10202.88,pending
352,23,2025-08-18,2026-09-23,175812.7,overdue
353,54,2025-07-29,2025-10-30,78302.9,paid
354,78,2026-01-27,2026-07-29,36365.52,pending
355,81,2026-05-18,2026-10-20,124071.38,pending
356,34,2025-09-07,2025-10-30,101522.16,paid
357,15,2025-10-26,2026-01-12,54103.46,paid
358,3,2025-01-25,2025-06-06,34324.88,paid
359,37,2024-10-20,2026-07-17,61991.12,paid
360,41,2024-10-07,2025-05-02,47114.19,pending
361,1,2026-02-25,2026-06-03,81851.72,paid
362,56,2025-10-21,2026-10-17,54510.36,paid
363,40,2025-08-11,2026-02-12,115451.11,overdue
364,37,2025-12-03,2026-07-04,49110.57,paid
365,26,2026-05-18,2026-05-21,91400.9,pending
366,84,2025-04-30,2025-10-17,9682.65,overdue
367,5,2025-11-10,2026-10-10,81008.18,pending
368,34,2025-08-07,2025-11-21,65553.56,paid
369,54,2025-12-11,2026-02-07,79057.95,paid
370,18,2026-05-21,2026-08-02,78837.76,paid
371,44,2026-07-19,2026-10-14,58395.9,paid
372,60,2025-06-18,2025-07-07,68200.79,paid
373,15,2026-03-07,2026-03-20,187058.47,overdue
374,31,2025-09-28,2026-03-22,230453.73,pending
375,81,2025-08-23,2026-10-09,8596.49,overdue
376,77,2026-03-20,2026-04-20,159621.7,overdue
377,37,2024-10-05,2025-03-25,103941.76,paid
378,46,2025-11-07,2025-12-20,24090.93,overdue
379,84,2024-09-29,2025-11-14,249777.85,pending
380,65,2026-03-08,2026-08-25,74114.79,paid
381,23,2026-03-30,2026-09-03,179785.54,pending
382,53,2026-04-22,2026-08-30,28080.64,overdue
383,27,2026-06-09,2026-10-12,106991.9,paid
384,24,2025-08-25,2025-11-22,32535.28,pending
385,38,2025-05-23,2026-02-19,126184.48,pending
386,88,2026-07-24,2026-09-30,107988.72,pending
387,4,2026-05-09,2026-08-25,156518.58,paid
388,95,2025-08-03,2026-09-10,17240.23,paid
389,15,2026-01-19,2026-11-10,69030.97,pending
390,45,2026-04-01,2026-05-11,68856.02,pending
391,43,2024-10-30,2026-10-23,124986.42,pending
392,87,2025-05-30,2025-06-21,168966.22,paid
393,62,2026-03-14,2026-08-13,117874.56,paid
394,49,2025-07-12,2026-06-22,16090.02,paid
395,31,2025-01-12,2025-04-18,86161.82,paid
396,53,2024-11-20,2024-11-29,128762.35,pending
397,70,2025-12-10,2026-06-25,216994.79,pending
398,1,2025-12-25,2026-09-20,80027.48,pending
399,41,2025-04-19,2025-09-30,46797.57,paid
400,12,2025-09-25,2026-01-17,771.84,overdue
401,32,2025-07-09,2025-10-04,248827.67,paid
402,100,2026-07-26,2026-11-01,156331.43,pending
403,79,2026-08-01,2026-10-18,5779.93,paid
404,85,2026-06-08,2026-10-27,110124.21,paid
405,21,2025-11-10,2026-01-05,74841.61,overdue
406,44,2025-09-15,2026-06-06,27132.59,overdue
407,61,2026-06-28,2026-09-10,80043.05,overdue
408,84,2025-12-22,2026-08-12,16975.72,paid
409,13,2026-05-16,2026-09-18,202169.04,paid
410,80,2024-11-14,2025-10-08,7830.29,pending
411,5,2025-06-06,2026-07-01,2313.67,paid
412,15,2026-02-10,2026-10-28,175082.89,overdue
413,71,2026-08-02,2026-10-13,90886.6,pending
414,72,2025-04-09,2026-04-06,130881.01,paid
415,93,2025-11-10,2026-09-11,106288.25,paid
416,70,2024-11-27,2026-04-14,107629.69,overdue
417,27,2026-02-11,2026-03-03,95598.49,pending
418,98,2026-07-26,2026-09-11,150003.57,paid
419,28,2025-05-29,2026-04-16,69476.61,pending
420,85,2026-05-30,2026-07-28,52425.12,overdue
421,54,2025-12-16,2026-11-08,100974.2,overdue
422,9,2025-02-08,2026-05-23,126656.06,overdue
423,27,2024-10-11,2025-06-27,178618.48,paid
424,17,2025-07-14,2026-02-15,152604.49,overdue
425,91,2026-03-22,2026-04-07,6949.98,overdue
426,35,2025-04-22,2025-11-17,82639.5,paid
427,86,2025-01-30,2025-06-14,271915.17,overdue
428,57,2025-12-14,2026-06-23,186276.22,paid
429,76,2024-12-07,2026-01-28,144961.91,overdue
430,48,2025-10-06,2026-01-29,110626.72,paid
431,15,2026-04-10,2026-09-29,76329.26,pending
432,94,2026-08-25,2026-09-26,142271.25,pending
433,95,2025-12-17,2026-03-27,42216.96,paid
434,56,2024-11-10,2025-03-31,104347.12,overdue
435,27,2025-10-06,2026-02-06,93478.77,paid
436,43,2026-03-09,2026-09-12,135510.75,pending
437,41,2025-04-26,2025-09-05,104770.31,pending
438,74,2026-02-20,2026-09-17,107889.78,pending
439,69,2026-09-08,2026-09-12,82368.88,pending
440,93,2026-05-24,2026-08-28,76386.19,overdue
441,78,2026-01-19,2026-04-30,73828.38,pending
442,46,2026-06-09,2026-10-16,93833.15,overdue
443,87,2024-12-14,2025-02-21,124016.22,paid
444,65,2025-12-20,2026-06-18,53984.08,pending
445,41,2026-06-06,2026-08-20,64360.9,overdue
446,49,2025-01-16,2025-11-17,53091.84,paid
447,17,2025-05-06,2025-10-29,77769.72,paid
448,31,2024-11-25,2026-01-06,94971.12,paid
449,11,2025-11-25,2026-01-03,125666.77,paid
450,80,2025-06-19,2026-02-05,55511.88,overdue
451,57,2024-11-09,2025-10-12,10202.88,paid
452,89,2025-06-15,2025-11-16,142206.71,pending
453,37,2025-06-01,2025-12-26,173265.23,overdue
454,43,2024-09-30,2026-06-29,13882.02,pending
455,56,2025-05-03,2026-03-08,2935.46,overdue
456,60,2025-12-11,2026-03-29,51968.84,paid
457,43,2025-12-03,2026-09-20,16828.62,paid
458,11,2025-05-19,2025-09-24,153049.96,paid
459,26,2025-01-02,2025-06-24,126103.37,overdue
460,92,2024-11-29,2026-08-05,144952.45,paid
461,69,2026-07-19,2026-10-13,84409.74,paid
462,26,2025-06-24,2026-01-11,150912.72,paid
463,55,2026-09-06,2026-11-02,146254.9,pending
464,96,2025-09-09,2026-05-17,80675.36,paid
465,79,2026-05-21,2026-08-30,124303.32,paid
466,69,2026-02-08,2026-03-20,74326.5,overdue
467,65,2026-06-10,2026-09-22,176820.76,pending
468,97,2024-11-13,2026-01-29,5141.32,pending
469,59,2025-05-26,2026-02-12,135502.56,pending
470,83,2024-10-27,2025-03-23,14204.02,paid
471,95,2025-06-22,2026-06-21,190240.32,pending
472,49,2025-01-28,2025-11-28,195403.67,pending
473,33,2026-05-08,2026-07-12,126674.53,pending
474,78,2025-11-05,2026-04-30,47370.75,paid
475,50,2026-07-15,2026-07-20,148087.69,pending
476,9,2025-02-25,2026-02-09,141208.08,pending
477,86,2026-05-30,2026-06-18,139310.76,paid
478,14,2024-12-15,2026-10-24,131365.76,overdue
479,73,2025-10-11,2026-08-01,144254.68,overdue
480,34,2026-06-23,2026-06-30,87115.6,paid
481,75,2025-05-11,2025-07-09,146709.47,paid
482,9,2024-11-27,2025-07-27,91071.87,paid
483,4,2025-03-19,2025-06-01,46028.36,paid
484,7,2025-11-09,2026-03-31,154282.61,overdue
485,71,2026-04-15,2026-05-31,113364.72,overdue
486,83,2024-10-12,2025-11-21,99123.45,overdue
487,35,2024-09-21,2024-10-10,4060.88,overdue
488,59,2026-04-12,2026-07-12,14154.3,pending
489,9,2025-12-12,2026-08-01,157734.89,paid
490,73,2026-01-08,2026-07-17,13710.27,pending
491,82,2026-06-02,2026-10-21,21852.37,paid
492,62,2025-08-25,2026-09-26,61937.18,pending
493,43,2025-02-14,2025-09-21,66954.13,paid
494,19,2025-03-29,2026-04-03,43079.59,overdue
495,44,2025-12-23,2026-02-02,28139.93,pending
496,40,2026-04-05,2026-10-24,29343.2,pending
497,65,2026-01-28,2026-03-23,142330.76,overdue
498,86,2025-03-27,2026-05-06,22017.66,paid
499,2,2026-09-14,2026-09-14,184195.46,paid
500,79,2026-08-25,2026-09-24,225076.34,overdue
